a,op,b,result
4,-,6,-2.0
1,+,6,7.0
9,*,5,45.0
6,+,7,13.0
6,+,6,12.0
0,*,2,0.0
9,-,4,5.0
6,/,6,1.0
7,/,5,1.4
3,+,2,5.0
0,+,2,2.0
0,+,5,5.0
0,+,3,3.0
5,*,7,35.0
4,+,9,13.0
0,-,0,0.0
4,/,5,0.8
4,*,7,28.0
2,+,2,4.0
1,+,1,2.0
1,/,5,0.2
3,-,3,0.0
7,-,2,5.0
1,/,3,0.3333333333333333
8,+,1,9.0
8,*,5,40.0
5,*,8,40.0
8,*,7,56.0
9,+,1,10.0
8,*,3,24.0
0,/,4,0.0
1,+,3,4.0
1,+,5,6.0
9,*,4,36.0
3,-,1,2.0
2,-,1,1.0
3,+,8,11.0
2,-,9,-7.0
1,/,9,0.1111111111111111
3,*,1,3.0
9,*,1,9.0
9,/,9,1.0
2,*,0,0.0
8,/,7,1.1428571428571428
9,-,8,1.0
6,+,4,10.0
8,-,0,8.0
4,*,6,24.0
7,*,8,56.0
6,+,8,14.0
2,-,8,-6.0
9,+,3,12.0
6,*,5,30.0
2,+,9,11.0
6,-,9,-3.0
3,+,0,3.0
4,+,7,11.0
4,+,9,13.0
8,+,9,17.0
5,*,0,0.0
4,*,9,36.0
8,*,7,56.0
4,-,9,-5.0
5,+,0,5.0
2,/,8,0.25
6,-,1,5.0
0,+,4,4.0
6,+,4,10.0
4,-,7,-3.0
4,-,7,-3.0
2,+,8,10.0
1,+,2,3.0
6,/,5,1.2
1,*,8,8.0
9,-,1,8.0
6,+,9,15.0
0,-,8,-8.0
9,-,7,2.0
1,-,4,-3.0
4,+,1,5.0
8,+,8,16.0
0,/,1,0.0
6,/,2,3.0
5,/,9,0.5555555555555556
5,-,9,-4.0
1,-,4,-3.0
6,-,7,-1.0
6,-,9,-3.0
5,+,6,11.0
6,/,8,0.75
6,-,7,-1.0
8,-,0,8.0
8,+,7,15.0
8,+,1,9.0
8,-,4,4.0
2,*,2,4.0
5,-,3,2.0
5,-,7,-2.0
5,+,0,5.0
4,-,3,1.0
5,-,8,-3.0
1,+,6,7.0
6,-,7,-1.0
6,*,0,0.0
3,*,6,18.0
2,/,7,0.2857142857142857
6,*,0,0.0
4,/,6,0.6666666666666666
0,+,7,7.0
8,/,2,4.0
2,/,1,2.0
3,+,5,8.0
6,*,0,0.0
8,*,1,8.0
4,/,1,4.0
6,-,5,1.0
3,*,6,18.0
9,-,2,7.0
5,*,9,45.0
7,*,6,42.0
3,-,4,-1.0
4,*,3,12.0
8,/,5,1.6
1,*,5,5.0
5,/,3,1.6666666666666667
9,-,2,7.0
9,-,8,1.0
8,+,1,9.0
0,-,7,-7.0
8,*,3,24.0
2,*,6,12.0
0,/,5,0.0
4,/,9,0.4444444444444444
2,*,3,6.0
1,+,5,6.0
5,+,3,8.0
1,*,4,4.0
0,*,1,0.0
7,+,4,11.0
5,-,5,0.0
6,*,2,12.0
7,-,9,-2.0
6,+,8,14.0
7,+,4,11.0
0,/,4,0.0
4,+,8,12.0
1,/,7,0.14285714285714285
1,+,8,9.0
1,/,7,0.14285714285714285
3,+,2,5.0
1,-,5,-4.0
8,+,2,10.0
7,-,1,6.0
2,/,7,0.2857142857142857
8,+,2,10.0
6,/,2,3.0
9,*,2,18.0
4,-,5,-1.0
3,/,2,1.5
7,+,4,11.0
6,*,1,6.0
9,+,8,17.0
4,*,6,24.0
9,*,1,9.0
6,*,8,48.0
2,/,2,1.0
6,*,7,42.0
2,-,2,0.0
8,-,6,2.0
6,+,4,10.0
1,*,4,4.0
5,-,8,-3.0
1,*,7,7.0
0,/,9,0.0
7,/,1,7.0
8,/,7,1.1428571428571428
3,*,3,9.0
9,+,2,11.0
5,/,9,0.5555555555555556
5,/,6,0.8333333333333334
1,+,7,8.0
2,*,4,8.0
6,/,5,1.2
5,+,5,10.0
1,+,8,9.0
6,*,0,0.0
3,*,3,9.0
0,/,6,0.0
9,/,1,9.0
2,+,0,2.0
8,*,1,8.0
9,+,0,9.0
6,+,7,13.0
7,-,5,2.0
2,+,7,9.0
0,*,4,0.0
7,/,7,1.0
7,-,3,4.0
3,-,9,-6.0
9,+,9,18.0
3,*,1,3.0
8,-,2,6.0
3,-,6,-3.0
8,+,3,11.0
4,+,6,10.0
8,/,1,8.0
7,/,5,1.4
4,/,7,0.5714285714285714
9,*,9,81.0
0,/,1,0.0
9,/,5,1.8
4,/,9,0.4444444444444444
8,-,4,4.0
2,+,9,11.0
7,-,6,1.0
5,-,9,-4.0
3,/,4,0.75
8,*,7,56.0
9,-,9,0.0
4,*,8,32.0
9,-,6,3.0
3,/,3,1.0
5,*,2,10.0
1,*,7,7.0
8,/,9,0.8888888888888888
4,*,5,20.0
6,-,8,-2.0
6,/,1,6.0
3,+,3,6.0
3,*,6,18.0
5,+,9,14.0
4,*,0,0.0
8,-,2,6.0
9,/,1,9.0
7,*,9,63.0
3,+,0,3.0
4,*,5,20.0
1,/,4,0.25
5,/,7,0.7142857142857143
8,/,1,8.0
9,/,7,1.2857142857142858
2,/,2,1.0
7,/,9,0.7777777777777778
4,*,0,0.0
0,*,5,0.0
3,/,5,0.6
4,+,9,13.0
0,+,7,7.0
3,*,0,0.0
6,*,5,30.0
1,*,8,8.0
2,*,0,0.0
9,*,4,36.0
3,-,3,0.0
7,+,6,13.0
1,-,4,-3.0
3,*,7,21.0
5,-,3,2.0
9,/,9,1.0
9,*,0,0.0
5,+,2,7.0
3,/,6,0.5
1,*,5,5.0
1,*,2,2.0
0,*,1,0.0
6,+,1,7.0
8,+,8,16.0
1,+,3,4.0
4,*,3,12.0
0,+,3,3.0
7,-,2,5.0
2,-,7,-5.0
6,/,8,0.75
1,*,9,9.0
7,*,1,7.0
4,-,3,1.0
7,+,5,12.0
0,+,7,7.0
9,+,9,18.0
7,/,1,7.0
9,-,2,7.0
4,*,8,32.0
6,/,1,6.0
0,+,3,3.0
3,-,9,-6.0
2,-,1,1.0
2,*,7,14.0
0,/,4,0.0
9,+,5,14.0
7,-,3,4.0
8,-,0,8.0
8,/,1,8.0
7,/,3,2.3333333333333335
0,*,5,0.0
6,/,3,2.0
3,*,2,6.0
9,-,0,9.0
2,-,5,-3.0
8,-,2,6.0
0,+,8,8.0
9,-,8,1.0
8,*,4,32.0
6,+,4,10.0
2,+,7,9.0
8,*,4,32.0
7,-,4,3.0
4,-,2,2.0
5,/,6,0.8333333333333334
5,*,3,15.0
2,+,1,3.0
7,*,8,56.0
4,/,1,4.0
9,-,2,7.0
3,-,0,3.0
9,*,9,81.0
9,-,0,9.0
0,*,3,0.0
4,+,9,13.0
3,*,5,15.0
7,/,6,1.1666666666666667
4,*,7,28.0
7,+,2,9.0
4,-,6,-2.0
4,-,7,-3.0
3,/,8,0.375
4,-,7,-3.0
4,+,7,11.0
7,-,6,1.0
5,-,3,2.0
6,-,7,-1.0
9,*,7,63.0
1,-,6,-5.0
8,-,2,6.0
5,+,1,6.0
6,-,0,6.0
8,+,3,11.0
5,/,5,1.0
3,-,4,-1.0
2,/,3,0.6666666666666666
9,*,5,45.0
6,+,9,15.0
6,-,5,1.0
6,+,7,13.0
4,-,2,2.0
5,+,7,12.0
5,*,2,10.0
9,/,5,1.8
8,-,5,3.0
9,-,5,4.0
3,+,0,3.0
9,+,8,17.0
0,*,9,0.0
6,/,4,1.5
7,+,1,8.0
8,*,4,32.0
2,+,4,6.0
3,-,9,-6.0
1,+,1,2.0
0,+,5,5.0
8,-,2,6.0
5,+,2,7.0
6,*,7,42.0
7,-,5,2.0
3,-,5,-2.0
0,/,4,0.0
1,/,4,0.25
4,+,1,5.0
5,/,2,2.5
7,*,0,0.0
9,+,7,16.0
0,*,2,0.0
5,/,6,0.8333333333333334
9,+,8,17.0
6,+,9,15.0
2,/,8,0.25
8,+,2,10.0
7,/,8,0.875
6,/,9,0.6666666666666666
5,-,1,4.0
5,+,2,7.0
4,*,0,0.0
4,-,8,-4.0
5,/,2,2.5
8,-,0,8.0
2,*,9,18.0
6,*,6,36.0
5,-,9,-4.0
2,-,4,-2.0
9,*,4,36.0
3,+,1,4.0
0,+,5,5.0
3,-,5,-2.0
8,-,0,8.0
8,-,2,6.0
4,-,9,-5.0
6,-,4,2.0
6,*,4,24.0
6,/,7,0.8571428571428571
7,+,4,11.0
7,/,4,1.75
0,*,7,0.0
4,*,9,36.0
6,-,7,-1.0
5,-,8,-3.0
4,-,5,-1.0
2,-,9,-7.0
9,-,6,3.0
3,+,8,11.0
2,/,4,0.5
6,/,1,6.0
2,/,7,0.2857142857142857
7,+,6,13.0
9,-,3,6.0
9,*,4,36.0
3,*,6,18.0
3,-,4,-1.0
9,*,7,63.0
6,-,3,3.0
5,+,0,5.0
0,/,1,0.0
6,+,1,7.0
0,-,9,-9.0
6,+,8,14.0
2,*,0,0.0
0,+,6,6.0
6,/,1,6.0
6,/,1,6.0
9,*,1,9.0
3,-,4,-1.0
7,-,9,-2.0
6,-,3,3.0
0,-,7,-7.0
6,+,8,14.0
7,+,0,7.0
9,+,2,11.0
2,+,2,4.0
7,-,8,-1.0
0,+,1,1.0
2,/,1,2.0
6,/,5,1.2
4,+,4,8.0
7,-,5,2.0
0,*,7,0.0
7,+,9,16.0
4,+,5,9.0
1,/,6,0.16666666666666666
2,+,8,10.0
5,/,7,0.7142857142857143
1,+,0,1.0
7,+,6,13.0
5,*,6,30.0
2,*,6,12.0
3,+,7,10.0
2,*,6,12.0
4,*,7,28.0
6,+,2,8.0
3,-,7,-4.0
3,*,6,18.0
8,-,0,8.0
5,-,6,-1.0
9,/,4,2.25
5,+,0,5.0
2,-,8,-6.0
7,*,9,63.0
5,*,4,20.0
4,-,7,-3.0
7,*,1,7.0
3,/,3,1.0
7,+,7,14.0
3,+,8,11.0
3,/,1,3.0
8,-,4,4.0
2,*,1,2.0
7,-,7,0.0
0,-,7,-7.0
1,/,6,0.16666666666666666
2,*,7,14.0
9,/,5,1.8
2,*,7,14.0
1,/,8,0.125
1,-,5,-4.0
7,+,4,11.0
3,+,4,7.0
5,-,9,-4.0
4,/,4,1.0
8,*,3,24.0
9,-,2,7.0
7,-,5,2.0
4,/,9,0.4444444444444444
3,+,2,5.0
3,+,7,10.0
5,+,1,6.0
7,/,8,0.875
3,+,0,3.0
5,*,2,10.0
9,*,3,27.0
8,+,4,12.0
7,-,8,-1.0
1,*,5,5.0
2,+,8,10.0
8,*,9,72.0
0,/,9,0.0
4,*,0,0.0
0,+,0,0.0
7,/,6,1.1666666666666667
9,/,2,4.5
6,-,8,-2.0
2,-,4,-2.0
2,*,7,14.0
7,-,5,2.0
1,*,6,6.0
1,-,5,-4.0
6,+,2,8.0
8,*,2,16.0
1,/,4,0.25
4,*,3,12.0
0,-,4,-4.0
8,-,1,7.0
4,*,3,12.0
6,+,4,10.0
8,*,5,40.0
8,*,3,24.0
1,-,9,-8.0
5,/,6,0.8333333333333334
9,/,4,2.25
3,*,4,12.0
6,/,7,0.8571428571428571
0,/,8,0.0
0,*,8,0.0
4,/,3,1.3333333333333333
3,-,5,-2.0
5,+,2,7.0
3,+,5,8.0
4,/,7,0.5714285714285714
3,*,4,12.0
4,+,9,13.0
2,*,7,14.0
9,*,6,54.0
3,*,2,6.0
1,*,2,2.0
8,-,6,2.0
1,-,5,-4.0
8,/,3,2.6666666666666665
1,/,1,1.0
7,-,3,4.0
8,-,8,0.0
4,*,0,0.0
6,+,3,9.0
9,-,1,8.0
6,/,8,0.75
8,/,6,1.3333333333333333
5,/,6,0.8333333333333334
6,*,8,48.0
1,/,7,0.14285714285714285
0,+,2,2.0
7,*,1,7.0
7,+,5,12.0
1,-,1,0.0
5,/,6,0.8333333333333334
3,-,2,1.0
7,/,8,0.875
0,-,2,-2.0
6,/,4,1.5
7,-,2,5.0
9,*,3,27.0
8,+,1,9.0
0,-,7,-7.0
9,/,2,4.5
4,+,5,9.0
0,+,1,1.0
5,/,1,5.0
9,-,4,5.0
8,*,7,56.0
2,/,1,2.0
3,*,3,9.0
3,*,6,18.0
4,*,4,16.0
6,*,7,42.0
9,+,8,17.0
3,-,4,-1.0
6,*,6,36.0
0,+,7,7.0
2,*,2,4.0
4,/,6,0.6666666666666666
1,*,8,8.0
1,+,9,10.0
7,-,6,1.0
8,/,5,1.6
8,/,4,2.0
6,*,9,54.0
7,*,2,14.0
3,+,8,11.0
4,+,9,13.0
5,/,2,2.5
4,+,1,5.0
3,/,7,0.42857142857142855
7,*,8,56.0
3,+,6,9.0
4,-,9,-5.0
4,/,3,1.3333333333333333
5,+,7,12.0
3,+,9,12.0
2,+,7,9.0
5,-,8,-3.0
0,*,7,0.0
3,/,1,3.0
9,*,8,72.0
9,/,3,3.0
7,*,1,7.0
1,-,9,-8.0
3,-,6,-3.0
1,-,7,-6.0
4,-,3,1.0
2,/,9,0.2222222222222222
7,-,1,6.0
3,+,8,11.0
0,/,1,0.0
7,-,4,3.0
7,-,4,3.0
3,/,1,3.0
2,*,4,8.0
5,-,8,-3.0
1,/,7,0.14285714285714285
5,/,8,0.625
8,-,3,5.0
6,-,6,0.0
5,-,5,0.0
9,*,2,18.0
0,+,9,9.0
3,+,4,7.0
2,/,6,0.3333333333333333
6,*,9,54.0
9,*,3,27.0
2,-,2,0.0
2,+,6,8.0
7,*,9,63.0
2,-,6,-4.0
7,+,5,12.0
1,+,5,6.0
6,-,0,6.0
7,-,5,2.0
1,*,2,2.0
7,*,4,28.0
6,-,7,-1.0
3,+,2,5.0
5,*,6,30.0
1,/,7,0.14285714285714285
8,+,6,14.0
1,*,8,8.0
2,*,6,12.0
7,/,7,1.0
8,-,8,0.0
1,*,5,5.0
2,+,8,10.0
9,-,8,1.0
9,+,9,18.0
4,/,1,4.0
6,-,7,-1.0
6,-,5,1.0
1,/,1,1.0
0,/,9,0.0
0,/,8,0.0
8,/,2,4.0
2,/,5,0.4
6,*,9,54.0
6,+,0,6.0
2,*,9,18.0
7,+,7,14.0
6,*,2,12.0
3,+,7,10.0
9,/,2,4.5
5,*,9,45.0
3,*,6,18.0
9,/,2,4.5
9,*,9,81.0
7,/,3,2.3333333333333335
6,*,6,36.0
5,*,8,40.0
6,/,1,6.0
8,+,8,16.0
2,+,7,9.0
2,/,1,2.0
7,+,5,12.0
4,+,9,13.0
5,-,5,0.0
5,+,6,11.0
2,-,9,-7.0
8,-,5,3.0
1,/,5,0.2
6,-,5,1.0
1,/,1,1.0
4,/,1,4.0
4,+,9,13.0
7,*,4,28.0
0,+,8,8.0
8,*,6,48.0
7,-,4,3.0
3,-,4,-1.0
1,+,3,4.0
9,/,7,1.2857142857142858
6,+,1,7.0
4,*,5,20.0
1,+,1,2.0
8,-,9,-1.0
2,/,2,1.0
1,*,4,4.0
6,/,3,2.0
7,-,3,4.0
6,*,5,30.0
1,/,6,0.16666666666666666
1,/,3,0.3333333333333333
2,+,4,6.0
4,+,2,6.0
8,+,2,10.0
4,+,3,7.0
1,/,8,0.125
2,-,3,-1.0
7,-,3,4.0
3,*,9,27.0
5,/,1,5.0
7,*,1,7.0
0,-,0,0.0
6,-,8,-2.0
6,+,8,14.0
3,-,8,-5.0
7,/,7,1.0
1,/,8,0.125
6,+,9,15.0
4,*,8,32.0
4,/,3,1.3333333333333333
5,/,1,5.0
5,*,7,35.0
3,*,6,18.0
1,+,7,8.0
7,+,9,16.0
9,+,3,12.0
3,+,7,10.0
0,*,6,0.0
1,*,8,8.0
1,-,2,-1.0
5,*,1,5.0
0,/,5,0.0
6,*,9,54.0
1,+,2,3.0
7,/,5,1.4
6,+,1,7.0
1,-,5,-4.0
1,/,8,0.125
7,+,7,14.0
5,/,8,0.625
2,/,7,0.2857142857142857
0,-,2,-2.0
6,-,6,0.0
5,+,5,10.0
7,*,2,14.0
3,/,8,0.375
4,+,1,5.0
7,+,5,12.0
3,-,1,2.0
6,+,1,7.0
3,*,0,0.0
6,-,7,-1.0
8,-,5,3.0
5,/,2,2.5
0,+,6,6.0
5,*,3,15.0
9,-,1,8.0
5,+,5,10.0
0,/,5,0.0
9,/,8,1.125
3,/,3,1.0
8,-,0,8.0
5,*,9,45.0
3,*,8,24.0
2,*,4,8.0
3,*,4,12.0
2,-,4,-2.0
6,*,4,24.0
8,/,1,8.0
6,*,7,42.0
8,*,3,24.0
3,/,6,0.5
3,*,6,18.0
1,-,9,-8.0
4,/,7,0.5714285714285714
4,/,3,1.3333333333333333
0,/,4,0.0
4,*,9,36.0
7,+,9,16.0
4,-,8,-4.0
0,*,9,0.0
2,-,1,1.0
2,+,4,6.0
5,-,0,5.0
0,*,8,0.0
1,*,7,7.0
9,-,8,1.0
1,*,0,0.0
6,/,3,2.0
3,/,9,0.3333333333333333
8,+,2,10.0
7,+,2,9.0
3,-,6,-3.0
1,/,3,0.3333333333333333
6,+,9,15.0
2,+,6,8.0
5,-,0,5.0
4,/,6,0.6666666666666666
5,/,7,0.7142857142857143
3,+,4,7.0
0,/,6,0.0
7,*,0,0.0
0,-,7,-7.0
2,-,0,2.0
4,-,0,4.0
8,+,6,14.0
0,-,5,-5.0
5,-,0,5.0
4,*,7,28.0
3,+,3,6.0
9,/,3,3.0
3,/,3,1.0
5,+,6,11.0
6,+,0,6.0
6,+,3,9.0
1,*,3,3.0
0,*,3,0.0
0,-,7,-7.0
1,/,7,0.14285714285714285
5,/,2,2.5
2,*,4,8.0
9,/,6,1.5
1,/,8,0.125
2,*,9,18.0
9,+,0,9.0
1,*,0,0.0
5,/,5,1.0
0,-,5,-5.0
9,-,3,6.0
2,+,5,7.0
6,/,3,2.0
7,*,9,63.0
7,-,4,3.0
3,*,3,9.0
8,-,3,5.0
1,*,3,3.0
4,-,7,-3.0
5,-,0,5.0
1,*,1,1.0
0,/,1,0.0
8,*,4,32.0
6,+,4,10.0
0,*,8,0.0
9,/,6,1.5
1,/,4,0.25
4,*,0,0.0
3,-,1,2.0
4,/,6,0.6666666666666666
2,-,3,-1.0
3,*,8,24.0
6,/,2,3.0
2,+,6,8.0
6,/,4,1.5
9,/,7,1.2857142857142858
5,*,4,20.0
5,*,0,0.0
9,-,3,6.0
4,-,9,-5.0
4,+,4,8.0
6,/,9,0.6666666666666666
4,/,7,0.5714285714285714
6,/,8,0.75
6,+,1,7.0
1,+,7,8.0
2,/,1,2.0
7,/,7,1.0
9,-,8,1.0
5,+,8,13.0
2,+,0,2.0
4,*,8,32.0
7,/,7,1.0
0,-,6,-6.0
6,-,2,4.0
6,-,2,4.0
7,*,0,0.0
7,/,8,0.875
9,/,5,1.8
6,-,9,-3.0
8,*,0,0.0
7,-,8,-1.0
2,+,9,11.0
1,-,7,-6.0
9,*,5,45.0
1,-,4,-3.0
6,-,5,1.0
3,-,8,-5.0
3,+,4,7.0
0,-,4,-4.0
9,-,3,6.0
3,*,7,21.0
6,+,0,6.0
5,+,0,5.0
0,/,2,0.0
7,-,5,2.0
6,+,0,6.0
0,/,1,0.0
8,*,2,16.0
7,*,3,21.0
2,-,9,-7.0
5,*,6,30.0
8,/,1,8.0
5,*,6,30.0
2,+,2,4.0
8,-,5,3.0
8,*,8,64.0
4,-,4,0.0
7,-,8,-1.0
0,/,3,0.0
3,-,9,-6.0
8,+,1,9.0
1,+,8,9.0
1,-,5,-4.0
1,/,2,0.5
1,+,2,3.0
8,+,0,8.0
3,*,4,12.0
9,*,5,45.0
9,*,8,72.0
7,+,7,14.0
5,*,6,30.0
8,*,1,8.0
4,+,6,10.0
7,*,0,0.0
9,*,8,72.0
8,-,2,6.0
2,*,5,10.0
8,-,4,4.0
2,+,3,5.0
9,/,4,2.25
7,/,7,1.0
5,+,0,5.0
9,-,4,5.0
0,*,2,0.0
9,-,1,8.0
8,*,8,64.0
9,*,6,54.0
2,/,9,0.2222222222222222
6,+,0,6.0
9,+,9,18.0
9,+,6,15.0
7,+,1,8.0
6,*,8,48.0
2,*,2,4.0
9,+,7,16.0
9,-,1,8.0
8,/,4,2.0
4,-,4,0.0
2,/,6,0.3333333333333333
9,+,3,12.0
2,*,2,4.0
5,*,6,30.0
0,-,2,-2.0
1,*,6,6.0
8,+,3,11.0
6,/,6,1.0
4,/,1,4.0
9,*,0,0.0
4,+,6,10.0
7,*,6,42.0
4,+,7,11.0
4,-,0,4.0
2,+,0,2.0
6,-,8,-2.0
2,+,7,9.0
7,/,9,0.7777777777777778
4,-,3,1.0
5,+,3,8.0
6,-,4,2.0
0,-,9,-9.0
5,/,5,1.0
7,+,8,15.0
1,/,8,0.125
8,*,7,56.0
3,/,6,0.5
7,+,4,11.0
7,/,6,1.1666666666666667
1,+,3,4.0
9,-,8,1.0
9,/,2,4.5
4,*,4,16.0
6,-,8,-2.0
5,*,3,15.0
5,/,1,5.0
7,+,2,9.0
4,+,0,4.0
9,*,9,81.0
2,+,5,7.0
5,+,3,8.0
2,*,1,2.0
4,-,7,-3.0
7,/,3,2.3333333333333335
8,-,2,6.0
2,*,8,16.0
6,-,7,-1.0
6,-,5,1.0
1,*,2,2.0
3,-,3,0.0
7,/,9,0.7777777777777778
1,*,5,5.0
9,+,6,15.0
7,-,1,6.0
8,-,9,-1.0
5,-,9,-4.0
6,/,6,1.0
8,+,7,15.0
7,+,1,8.0
7,+,9,16.0
6,-,3,3.0
8,+,7,15.0
5,*,0,0.0
3,-,0,3.0
3,-,9,-6.0
2,-,4,-2.0
6,-,5,1.0
9,+,9,18.0
3,/,1,3.0
9,-,5,4.0
7,*,0,0.0
0,+,7,7.0
1,*,5,5.0
6,+,4,10.0
4,/,8,0.5
1,/,1,1.0
5,+,8,13.0
1,/,4,0.25
7,*,1,7.0
9,/,2,4.5
9,/,4,2.25
6,/,5,1.2
6,-,2,4.0
1,/,7,0.14285714285714285
0,+,2,2.0
7,-,9,-2.0
2,-,3,-1.0
0,*,6,0.0
8,/,8,1.0
6,/,1,6.0
1,*,2,2.0
7,+,5,12.0
0,-,9,-9.0
8,/,5,1.6
8,-,0,8.0
5,+,5,10.0
2,-,0,2.0
7,*,3,21.0
3,-,2,1.0
1,/,1,1.0
3,+,9,12.0
8,+,8,16.0
6,/,3,2.0
4,*,4,16.0
4,/,2,2.0
2,-,3,-1.0
2,-,7,-5.0
6,-,8,-2.0
9,+,7,16.0
7,*,3,21.0
8,+,8,16.0
1,+,1,2.0
7,/,1,7.0
4,+,5,9.0
2,/,1,2.0
8,*,8,64.0
3,+,3,6.0
6,*,3,18.0
3,-,9,-6.0
9,*,5,45.0
7,*,5,35.0
7,*,0,0.0
8,*,8,64.0
2,/,9,0.2222222222222222
7,+,4,11.0
6,+,3,9.0
0,/,1,0.0
7,*,2,14.0
5,-,9,-4.0
2,+,3,5.0
1,*,2,2.0
5,/,1,5.0
4,*,8,32.0
4,+,0,4.0
4,+,1,5.0
1,+,1,2.0
5,*,9,45.0
4,/,4,1.0
8,+,2,10.0
7,-,3,4.0
3,*,5,15.0
9,*,4,36.0
6,/,1,6.0
2,+,5,7.0
5,*,7,35.0
3,+,5,8.0
1,/,4,0.25
7,*,7,49.0
8,-,5,3.0
5,*,6,30.0
0,/,9,0.0
8,-,8,0.0
1,/,9,0.1111111111111111
3,+,1,4.0
1,+,3,4.0
6,/,1,6.0
4,*,4,16.0
4,+,1,5.0
6,-,6,0.0
0,+,1,1.0
9,*,4,36.0
9,/,1,9.0
9,*,2,18.0
3,/,6,0.5
0,*,8,0.0
5,+,7,12.0
8,*,4,32.0
2,*,7,14.0
6,-,1,5.0
4,/,2,2.0
1,/,1,1.0
6,/,1,6.0
2,+,1,3.0
5,+,6,11.0
6,*,3,18.0
6,/,4,1.5
8,+,4,12.0
2,*,5,10.0
5,-,8,-3.0
0,+,3,3.0
1,/,8,0.125
3,*,4,12.0
4,/,3,1.3333333333333333
1,+,5,6.0
6,-,7,-1.0
0,/,4,0.0
4,-,3,1.0
7,/,6,1.1666666666666667
9,+,6,15.0
4,*,1,4.0
6,+,8,14.0
5,-,1,4.0
6,/,3,2.0
7,*,6,42.0
0,+,5,5.0
1,+,0,1.0
8,/,4,2.0
7,*,7,49.0
2,+,3,5.0
1,*,8,8.0
1,/,4,0.25
9,-,9,0.0
0,+,5,5.0
2,-,5,-3.0
3,+,9,12.0
1,+,2,3.0
6,*,4,24.0
5,*,7,35.0
7,+,1,8.0
0,-,3,-3.0
1,-,5,-4.0
7,*,5,35.0
9,/,6,1.5
5,*,4,20.0
2,*,7,14.0
3,+,6,9.0
4,+,1,5.0
7,-,6,1.0
3,*,8,24.0
7,-,9,-2.0
6,+,4,10.0
0,/,1,0.0
4,-,9,-5.0
9,/,9,1.0
3,-,2,1.0
4,/,5,0.8
2,*,4,8.0
3,+,0,3.0
6,*,5,30.0
9,+,1,10.0
8,-,7,1.0
2,+,4,6.0
0,-,4,-4.0
6,/,3,2.0
3,/,1,3.0
8,*,4,32.0
4,-,2,2.0
3,-,5,-2.0
1,+,1,2.0
7,/,1,7.0
6,+,1,7.0
0,+,5,5.0
8,/,9,0.8888888888888888
6,/,1,6.0
7,+,0,7.0
6,+,9,15.0
8,/,7,1.1428571428571428
6,-,5,1.0
5,/,1,5.0
2,/,2,1.0
6,/,5,1.2
4,*,4,16.0
9,-,2,7.0
2,-,4,-2.0
9,/,5,1.8
4,/,1,4.0
4,*,2,8.0
3,*,9,27.0
9,*,0,0.0
8,*,9,72.0
5,/,8,0.625
2,*,4,8.0
8,/,1,8.0
1,-,8,-7.0
9,-,4,5.0
9,-,7,2.0
4,/,1,4.0
6,+,0,6.0
0,/,4,0.0
2,/,4,0.5
3,*,8,24.0
4,+,4,8.0
2,+,4,6.0
3,-,4,-1.0
7,/,9,0.7777777777777778
1,/,1,1.0
7,+,5,12.0
8,+,5,13.0
1,+,8,9.0
6,*,9,54.0
7,-,3,4.0
0,/,1,0.0
6,/,7,0.8571428571428571
2,-,2,0.0
0,/,1,0.0
7,-,6,1.0
6,/,7,0.8571428571428571
7,*,1,7.0
2,*,0,0.0
4,*,1,4.0
8,*,7,56.0
7,+,2,9.0
9,-,9,0.0
7,+,8,15.0
3,*,7,21.0
8,*,6,48.0
7,/,9,0.7777777777777778
6,+,6,12.0
5,+,2,7.0
6,+,7,13.0
1,-,7,-6.0
5,+,3,8.0
2,/,4,0.5
7,*,2,14.0
8,/,8,1.0
3,-,4,-1.0
9,*,5,45.0
2,*,6,12.0
5,-,4,1.0
1,+,8,9.0
9,/,8,1.125
9,-,1,8.0
3,+,8,11.0
9,*,2,18.0
2,/,8,0.25
8,*,3,24.0
5,/,3,1.6666666666666667
8,/,3,2.6666666666666665
7,*,6,42.0
1,+,3,4.0
7,/,9,0.7777777777777778
5,/,6,0.8333333333333334
5,*,7,35.0
5,-,1,4.0
1,+,1,2.0
9,*,8,72.0
4,-,5,-1.0
3,*,5,15.0
9,*,2,18.0
7,-,0,7.0
8,/,5,1.6
3,-,7,-4.0
1,*,2,2.0
1,-,4,-3.0
4,+,8,12.0
1,-,4,-3.0
8,+,7,15.0
2,*,9,18.0
4,*,1,4.0
7,/,5,1.4
8,-,1,7.0
5,+,1,6.0
3,+,4,7.0
3,+,5,8.0
9,/,3,3.0
8,/,5,1.6
4,-,6,-2.0
9,/,4,2.25
4,/,9,0.4444444444444444
1,/,8,0.125
7,*,7,49.0
2,/,9,0.2222222222222222
3,/,2,1.5
9,/,5,1.8
0,/,3,0.0
7,*,4,28.0
8,+,7,15.0
1,*,6,6.0
3,-,2,1.0
3,-,1,2.0
6,*,0,0.0
4,/,7,0.5714285714285714
4,+,6,10.0
9,-,1,8.0
0,*,9,0.0
5,/,2,2.5
8,-,9,-1.0
7,+,0,7.0
4,/,5,0.8
7,+,7,14.0
6,*,4,24.0
1,+,6,7.0
3,/,8,0.375
8,+,6,14.0
8,-,1,7.0
6,*,0,0.0
9,-,7,2.0
4,*,5,20.0
5,/,1,5.0
2,*,6,12.0
8,+,3,11.0
2,+,2,4.0
